habitat,veil-type,cap-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,cap-surface,cap-shape,stalk-root,class
grasses,partial,yellow,silky,silky,brown,pink,one,fibrous,convex,bulbous,poisonous
waste,partial,red,smooth,smooth,red,red,two,scaly,convex,,edible
woods,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
woods,partial,yellow,silky,scaly,white,brown,one,fibrous,bell,,poisonous
woods,partial,yellow,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
urban,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,buff,one,fibrous,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,white,white,two,scaly,knobbed,,edible
paths,partial,yellow,silky,silky,buff,pink,one,fibrous,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,brown,one,fibrous,flat,bulbous,poisonous
leaves,partial,brown,fibrous,smooth,white,brown,one,scaly,knobbed,bulbous,edible
woods,partial,white,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,brown,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,buff,one,fibrous,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,brown,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,buff,one,scaly,flat,bulbous,poisonous
grasses,partial,buff,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,red,smooth,smooth,white,pink,one,scaly,flat,bulbous,edible
meadow,partial,white,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
waste,partial,pink,smooth,smooth,red,red,two,scaly,flat,,edible
grasses,partial,white,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,white,two,scaly,knobbed,,edible
paths,partial,yellow,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
urban,partial,buff,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,gray,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,brown,one,scaly,convex,bulbous,poisonous
woods,partial,gray,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,pink,one,fibrous,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,brown,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,brown,one,fibrous,convex,bulbous,poisonous
paths,partial,gray,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
paths,partial,gray,silky,silky,brown,brown,one,fibrous,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,red,white,two,smooth,knobbed,,edible
waste,partial,brown,smooth,smooth,red,white,two,scaly,flat,,edible
waste,partial,buff,smooth,smooth,red,white,two,smooth,flat,,edible
woods,partial,yellow,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
woods,partial,gray,smooth,smooth,pink,pink,one,fibrous,flat,bulbous,edible
paths,partial,yellow,silky,silky,brown,brown,one,fibrous,flat,bulbous,poisonous
grasses,partial,gray,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,gray,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,buff,one,fibrous,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,fibrous,flat,bulbous,poisonous
leaves,partial,brown,silky,silky,white,white,one,scaly,convex,,poisonous
paths,partial,gray,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,white,two,scaly,flat,,edible
woods,partial,red,smooth,smooth,gray,pink,one,scaly,flat,bulbous,edible
grasses,partial,gray,silky,silky,pink,buff,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,pink,one,scaly,convex,bulbous,poisonous
woods,partial,gray,silky,silky,brown,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,red,smooth,smooth,pink,white,one,fibrous,flat,bulbous,edible
paths,partial,yellow,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,buff,one,fibrous,flat,bulbous,poisonous
paths,partial,gray,silky,silky,pink,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,buff,one,scaly,flat,bulbous,poisonous
woods,partial,gray,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
meadow,partial,white,smooth,smooth,white,white,two,scaly,bell,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,brown,silky,smooth,pink,white,one,scaly,convex,,poisonous
grasses,partial,gray,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,brown,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
waste,partial,pink,smooth,smooth,red,red,two,scaly,flat,,edible
grasses,partial,white,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
paths,partial,gray,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,fibrous,convex,bulbous,poisonous
urban,partial,buff,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,gray,smooth,smooth,white,white,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,brown,one,fibrous,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
woods,partial,green,smooth,fibrous,white,white,one,scaly,convex,,edible
woods,partial,white,smooth,fibrous,white,white,one,scaly,flat,,edible
woods,partial,yellow,silky,silky,brown,buff,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
paths,partial,red,silky,silky,pink,white,one,scaly,convex,,poisonous
leaves,partial,red,silky,silky,pink,white,one,scaly,convex,,poisonous
woods,partial,gray,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
woods,partial,gray,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
grasses,partial,gray,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,pink,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,buff,one,fibrous,flat,bulbous,poisonous
waste,partial,red,smooth,smooth,white,red,two,smooth,flat,,edible
paths,partial,yellow,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,pink,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,brown,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,buff,one,fibrous,convex,bulbous,poisonous
urban,partial,gray,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
grasses,partial,gray,silky,silky,pink,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,white,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,gray,silky,silky,buff,buff,one,scaly,flat,bulbous,poisonous
woods,partial,red,smooth,smooth,pink,white,one,scaly,flat,bulbous,edible
grasses,partial,yellow,silky,silky,pink,pink,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,pink,one,scaly,convex,bulbous,poisonous
waste,partial,buff,smooth,smooth,white,white,two,smooth,knobbed,,edible
grasses,partial,yellow,silky,silky,buff,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
leaves,partial,brown,smooth,fibrous,white,brown,one,fibrous,convex,bulbous,edible
waste,partial,red,smooth,smooth,red,red,two,scaly,convex,,edible
paths,partial,gray,silky,silky,pink,brown,one,scaly,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,buff,one,fibrous,convex,bulbous,poisonous
grasses,partial,gray,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
paths,partial,gray,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
grasses,partial,gray,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
paths,partial,brown,smooth,silky,white,white,one,scaly,convex,,poisonous
waste,partial,buff,smooth,smooth,red,white,two,smooth,knobbed,,edible
woods,partial,yellow,silky,silky,buff,pink,one,fibrous,flat,bulbous,poisonous
paths,partial,gray,silky,silky,buff,pink,one,fibrous,convex,bulbous,poisonous
paths,partial,gray,silky,silky,buff,buff,one,scaly,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,brown,one,fibrous,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
waste,partial,pink,smooth,smooth,red,red,two,smooth,knobbed,,edible
woods,partial,brown,silky,scaly,white,brown,one,scaly,flat,,poisonous
woods,partial,gray,silky,silky,brown,brown,one,scaly,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,pink,one,fibrous,convex,bulbous,poisonous
paths,partial,gray,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
urban,partial,buff,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,buff,smooth,smooth,white,white,two,smooth,flat,,edible
urban,partial,white,fibrous,fibrous,white,white,one,smooth,flat,bulbous,poisonous
paths,partial,gray,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,buff,one,fibrous,convex,bulbous,poisonous
paths,partial,gray,silky,silky,brown,brown,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,buff,one,scaly,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,brown,one,fibrous,flat,bulbous,poisonous
urban,partial,buff,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,gray,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,gray,silky,silky,pink,brown,one,scaly,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,buff,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
urban,partial,gray,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
waste,partial,buff,smooth,smooth,white,red,two,smooth,flat,,edible
waste,partial,pink,smooth,smooth,red,red,two,smooth,convex,,edible
waste,partial,brown,smooth,smooth,white,white,two,smooth,knobbed,,edible
grasses,partial,pink,smooth,smooth,white,white,two,scaly,flat,bulbous,poisonous
paths,partial,gray,silky,silky,pink,pink,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,buff,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,gray,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,brown,one,fibrous,convex,bulbous,poisonous
woods,partial,gray,silky,silky,brown,buff,one,fibrous,flat,bulbous,poisonous
woods,partial,gray,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,buff,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,buff,one,fibrous,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,brown,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
woods,partial,gray,silky,silky,buff,pink,one,fibrous,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,pink,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,brown,one,scaly,convex,bulbous,poisonous
woods,partial,purple,smooth,fibrous,white,white,one,scaly,flat,,edible
grasses,partial,gray,silky,silky,buff,buff,one,fibrous,flat,bulbous,poisonous
leaves,partial,brown,smooth,smooth,white,pink,one,scaly,convex,,poisonous
grasses,partial,yellow,silky,silky,pink,brown,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,brown,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,brown,brown,one,scaly,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,buff,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,pink,one,fibrous,convex,bulbous,poisonous
paths,partial,gray,silky,silky,brown,pink,one,scaly,convex,bulbous,poisonous
waste,partial,buff,smooth,smooth,white,white,two,smooth,flat,,edible
paths,partial,gray,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
waste,partial,brown,smooth,smooth,white,red,two,smooth,convex,,edible
paths,partial,gray,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,gray,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
paths,partial,brown,silky,silky,pink,pink,one,scaly,convex,,poisonous
woods,partial,yellow,silky,silky,brown,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,brown,silky,scaly,white,brown,one,scaly,convex,,poisonous
grasses,partial,buff,smooth,smooth,white,white,two,smooth,bell,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,buff,one,fibrous,flat,bulbous,poisonous
woods,partial,gray,silky,silky,brown,buff,one,scaly,flat,bulbous,poisonous
woods,partial,purple,smooth,fibrous,white,white,one,scaly,flat,,edible
grasses,partial,yellow,silky,silky,brown,brown,one,fibrous,convex,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,pink,one,scaly,convex,bulbous,poisonous
waste,partial,red,smooth,smooth,red,white,two,scaly,convex,,edible
grasses,partial,gray,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,buff,brown,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
paths,partial,gray,silky,silky,buff,brown,one,scaly,flat,bulbous,poisonous
waste,partial,buff,smooth,smooth,white,red,two,smooth,knobbed,,edible
woods,partial,yellow,silky,silky,pink,buff,one,scaly,flat,bulbous,poisonous
paths,partial,gray,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,brown,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,pink,one,fibrous,flat,bulbous,poisonous
urban,partial,white,smooth,fibrous,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,gray,smooth,smooth,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,yellow,silky,silky,pink,buff,one,scaly,flat,bulbous,poisonous
woods,partial,purple,smooth,fibrous,white,white,one,scaly,flat,,edible
woods,partial,yellow,silky,silky,pink,pink,one,fibrous,convex,bulbous,poisonous
woods,partial,gray,silky,silky,brown,pink,one,scaly,flat,bulbous,poisonous
grasses,partial,yellow,silky,silky,brown,pink,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,buff,one,fibrous,convex,bulbous,poisonous
urban,partial,gray,fibrous,smooth,white,white,one,smooth,convex,bulbous,poisonous
woods,partial,gray,silky,silky,pink,brown,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,gray,silky,silky,pink,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
woods,partial,gray,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,pink,pink,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,brown,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,brown,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
paths,partial,gray,silky,silky,buff,pink,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,pink,pink,one,fibrous,flat,bulbous,poisonous
leaves,partial,brown,silky,silky,white,white,one,scaly,convex,,poisonous
paths,partial,yellow,silky,silky,pink,buff,one,fibrous,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,pink,one,scaly,convex,bulbous,poisonous
grasses,partial,buff,fibrous,smooth,white,white,one,smooth,flat,bulbous,poisonous
woods,partial,gray,silky,silky,brown,pink,one,fibrous,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
paths,partial,yellow,silky,silky,brown,brown,one,fibrous,convex,bulbous,poisonous
woods,partial,gray,silky,silky,buff,brown,one,fibrous,flat,bulbous,poisonous
woods,partial,yellow,silky,silky,brown,pink,one,scaly,convex,bulbous,poisonous
woods,partial,gray,silky,silky,buff,buff,one,scaly,convex,bulbous,poisonous
leaves,partial,red,silky,silky,white,white,one,scaly,convex,,poisonous
waste,partial,buff,smooth,smooth,red,white,two,scaly,knobbed,,edible
waste,partial,buff,smooth,smooth,red,white,two,scaly,flat,,edible
woods,partial,gray,silky,silky,pink,pink,one,scaly,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,pink,one,fibrous,flat,bulbous,poisonous
grasses,partial,gray,silky,silky,brown,buff,one,scaly,convex,bulbous,poisonous
grasses,partial,gray,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
urban,partial,buff,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,pink,one,scaly,flat,bulbous,poisonous
urban,partial,white,fibrous,fibrous,white,white,one,smooth,convex,bulbous,poisonous
paths,partial,yellow,silky,silky,buff,brown,one,fibrous,convex,bulbous,poisonous
paths,partial,gray,silky,silky,buff,pink,one,scaly,convex,bulbous,poisonous
urban,partial,white,smooth,fibrous,white,white,one,smooth,convex,bulbous,poisonous
